,id,created_at,date,user_name,screen_name,Sentimen_Title,text,retweets,replies,likes,quotes
144,1973989597484048392,2025-10-03 5:52:49,2025-10-03,lurah kilurah,Lurahkombat354,positif,"@tempodotco Program MBG program mulia dari negara. Kalian buzzer sdh makan apa belum? 😁 sejak republik.ini berdiri, negara hadir memberikan kebutuhan dasar hidup manusia Makan. Nah biar gak caci maki.mulu segera makan, biar otak gk.isi micin mulu 🤣😁",0,0,0,0
146,1973989640706355212,2025-10-03 5:52:59,2025-10-03,Bagus Santoso,bagus_santos200,positif,Bersama #SertifikasiSLHS kami di MBG makin percaya diri sajikan makanan sehat untuk generasi emas https://t.co/xF7S4BeKjq,0,0,0,0
147,1973989648470073596,2025-10-03 5:53:01,2025-10-03,Eko Santo,eko_santo123,netral,Bersama pemerintah MBG sahkan komitmen lewat #SertifikasiSLHS untuk jaga higienitas dan kesehatan makanan https://t.co/Jh5V3RJNcC,0,0,0,0
148,1973989651880018374,2025-10-03 5:53:02,2025-10-03,Saganya Nifsa,saganya_nifsa,netral,"Dukung pemerintah jaga dapur MBG tetap bersih, ikuti standar #SertifikasiSLHS demi masa depan anak Indonesia https://t.co/qgXdfpmbwv",0,0,0,0
149,1973989661505974416,2025-10-03 5:53:04,2025-10-03,Dika Ardian,DikaArdiiann,netral,"BGN bikin standar jelas: air bersih, higienis, halal. Dapur MBG wajib patuhi #mbg #. https://t.co/xvOErPM146",0,0,0,0
150,1973989671039611181,2025-10-03 5:53:07,2025-10-03,Bariza Noora,bariza_noora12,positif,"Tak perlu ragu lagi, standar dapur MBG udah dipegang erat lewat #SertifikasiSLHS demi kualitas pangan terjamin https://t.co/vBoSQoNvQ3",0,0,0,0
152,1973989697312772544,2025-10-03 5:53:13,2025-10-03,Dara Pesona,DaraPesonaaw,netral,79 dapur kena teguran hingga tutup sementara. Publik bisa lihat langkah nyata #mbg #. https://t.co/O4kad7PtRc,0,0,0,0
153,1973989748630032837,2025-10-03 5:53:25,2025-10-03,Rasya Magalih,rasyamagaliih,positif,"Kalau dapur umum MBG nggak punya HACCP, artinya SOP risiko makanan belum ketat. #mbg #. https://t.co/KusU5pQGL3",0,0,0,0
154,1973989748034453573,2025-10-03 5:53:25,2025-10-03,Rehan Yanto,rehannyanto,netral,Sertifikat itu bentuk tanggung jawab. Dapur umum MBG wajib memilikinya. #mbg #. https://t.co/75g6wyOzyS,0,0,0,0
156,1973989785384690068,2025-10-03 5:53:34,2025-10-03,Elna,elnakharisma,netral,"Bersama pemerintah, MBG terus berinovasi agar dapur makin bersih dan sehat demi anak bangsa #SertifikasiSLHS https://t.co/Hh0mFJj0Vw",0,0,0,0
157,1973989788211687883,2025-10-03 5:53:35,2025-10-03,Pro 93.10 FM Purwakarta,ProFMPurwakarta,netral,"Ratusan Relawan Dapur SPPG Purwakarta Ikuti Pelatihan Higienitas Program MBG
https://t.co/oC2Q2nU29x",0,0,0,0
158,1973989812022673666,2025-10-03 5:53:40,2025-10-03,Alterio Savian,alterio_savian4,netral,MBG terus jalani proses sertifikasi dan verifikasi supaya makanan yang disajikan 100% aman #SertifikasiSLHS https://t.co/44aHa7YjcE,0,0,0,0
159,1973989816955273270,2025-10-03 5:53:41,2025-10-03,Baktiono Latupono,baktiono_latupn,positif,Komitmen jangka panjang pemerintah lewat #SertifikasiSLHS di dapur MBG siap wujudkan makanan sehat tiap hari https://t.co/rb1CojwfZG,0,0,0,0
160,1973989827445207255,2025-10-03 5:53:44,2025-10-03,Auni Safya,auni_safya,netral,MBG jalankan #SertifikasiSLHS buat tunjukin dedikasi pada dapur bersih serta kesehatan anak bangsa https://t.co/Lp7b5hwlaF,0,0,0,0
161,1973989826044256376,2025-10-03 5:53:44,2025-10-03,Lestari Ramadhani,lestari_ra91,positif,"Ajakan untuk terus dukung dapur MBG dengan #SertifikasiSLHS, demi makanan sehat dan masa depan cerah anak-anak https://t.co/r0soFDElLb",0,0,0,0
162,1973989842938966131,2025-10-03 5:53:48,2025-10-03,Aulia Zahna,aulia_zahna91,positif,MBG dengan #SertifikasiSLHS siap jadi pilihan untuk keluarga yang peduli kesehatan dan kebersihan makanan https://t.co/OxeKOgyOCN,0,0,0,0
163,1973989857153474745,2025-10-03 5:53:51,2025-10-03,Layla Camelia,laylacameliaa,netral,Tidak ada kompromi: kualitas pangan di dapur umum MBG harus dibuktikan dengan sertifikat. #mbg #. https://t.co/mdM3I44n40,0,0,0,0
164,1973989871942537561,2025-10-03 5:53:55,2025-10-03,Natasya Aulia,nattasyaaauliaa,netral,"Dapur umum MBG harus memiliki sertifikat, bukan sekadar klaim aman. #mbg #. https://t.co/N2khbBTse3",0,0,0,0
165,1973989880742228058,2025-10-03 5:53:57,2025-10-03,Oji Prasetyo,jiprasetyo_,netral,MBG dan #SertifikasiSLHS adalah partner penting untuk jaga makanan sehat bagi masa depan bangsa https://t.co/7ei7ilcNwK,0,0,0,0
166,1973989913340367283,2025-10-03 5:54:04,2025-10-03,Nardi Mahendra,nardi_mahendraa,positif,"Proses verifikasi dapur MBG terus berjalan, demi makan sehat dan aman buat anak-anak, yuk dukung penerapan #SertifikasiSLHS https://t.co/iusn6OwEkr",0,0,0,0
167,1973989918209884415,2025-10-03 5:54:06,2025-10-03,BagusSantoso,BagusSantosoca,positif,"bravo MBG, smga slalu jd yg terdepan buat siswa https://t.co/fDB3xzMkrH",0,0,0,0
168,1973989927890399638,2025-10-03 5:54:08,2025-10-03,Harjasa Maulana,harjasa_mlnaa,positif,"Dapur MBG #SertifikasiSLHS jadi tonggak baru kualitas makanan di Indonesia, keluarga sehat makin mudah dicapai https://t.co/jQzuieamAF",0,0,0,0
169,1973989935901520303,2025-10-03 5:54:10,2025-10-03,Darman Ardian,darman_ardian,positif,Bersama #SertifikasiSLHS MBG siap wujudkan dapur dan pangan yang benar-benar higienis https://t.co/Qf6etfEuYC,0,0,0,0
170,1973989962300485830,2025-10-03 5:54:16,2025-10-03,Bagas Wirawan,bagas_wira990,netral,Proses verifikasi di MBG berjalan terus demi dapur bersih dan gizi anak terjaga #SertifikasiSLHS https://t.co/cf0slPRWaY,0,0,0,0
171,1973989971469218085,2025-10-03 5:54:18,2025-10-03,Maya Harlina,Maya3Harlinaa,netral,"79 dapur bermasalah kena sanksi, sisanya terus dipantau. Sistem jalan baik #mbg #. https://t.co/RmFIhRjPKC",0,0,0,0
172,1973989991450882362,2025-10-03 5:54:23,2025-10-03,Sachi Rohmaya,Sachi_rohmayaa,positif,"Yuk support dapur MBG agar tetap bersih dan sehat dengan #SertifikasiSLHS, masa depan anak makin terjaga https://t.co/ySNalWUQtT",0,0,0,0
174,1973990057783799852,2025-10-03 5:54:39,2025-10-03,Magma Engage,MA5777X,negatif,"@txtdrimedia Ok ok fine, punya asam lambung di tambah  MBG,,,, bgtu ya? Saya kira udh ribuan siswa /siswi keracunan tak satupun pihak dapur MBG jadi tersangka,,,boleh heran saya gak?",0,0,0,0
175,1973990062573736129,2025-10-03 5:54:40,2025-10-03,Asfari Fadila,asfari_fadila,positif,"MBG konsisten hadirkan inovasi dapur bersih lewat #SertifikasiSLHS demi kesehatan anak bangsaDukung MBG yang selalu berkomitmen menjaga higienitas dapur demi kesehatan anak-anak, yuk pastikan dapurmu sudah #SertifikasiSLHS https://t.co/NrQKb7aSN6",0,0,1,0
177,1973990117456105857,2025-10-03 5:54:53,2025-10-03,almachzumi™ 📶,almachzumi,netral,"@blackshark7890 @JulieNasutio82 Walaikumsalam gaes, numpang makan MBG [ My Bekel Gweh ] https://t.co/wfW1uwHEIB",0,0,0,0
178,1973990121491091804,2025-10-03 5:54:54,2025-10-03,PenjagaKampung,penjaga_kampung,negatif,"@olangkayo @randomable_ kalau MBG begitu hebat, dampak terhadap pertumbuhan PDB apa ? ga ada sampa sekarang pertumbuhan ekonomi segitu2 saja, malah dimanipulasi. kalau gada efek pertumbuhan ekonomi artinya dampak buat pertanian, peternakan, nelayan itu kecil atau bisa diabaikan",0,0,1,0
179,1973990133574836720,2025-10-03 5:54:57,2025-10-03,Dendi Nugroho,DendiNugrohoo,netral,"9406 dapur MBG dalam pantauan. Sanksi ke 79 dapur bukan kelemahan, tapi kontrol #mbg #. https://t.co/F7ivfTSLvw",0,0,0,0
180,1973990147479015723,2025-10-03 5:55:00,2025-10-03,Bella Rimba,BellaRimba55,netral,Mendagri dukung evaluasi mendalam. Program MBG aman dari dapur nakal #mbg #. https://t.co/QVX1SD8RZv,0,0,0,0
181,1973990149295161378,2025-10-03 5:55:01,2025-10-03,Alifah Dahraya,alifah_dahraya2,netral,Verifikasi rutin dapur MBG selalu jadi prioritas supaya kesehatan pelanggan tetap utama #SertifikasiSLHS https://t.co/UkGsF3i1Y8,0,0,0,0
182,1973990159403331635,2025-10-03 5:55:03,2025-10-03,Kiara Violanta,kiaraviol,netral,BGN tak kompromi. Sanksi dapur bermasalah jadi bukti komitmen #mbg #. https://t.co/8jYDQrXrHB,0,0,0,0
183,1973990195117895828,2025-10-03 5:55:12,2025-10-03,Maftuh Akbar,akbar_maftuh0,positif,"Proses verifikasi berkesinambungan dapur MBG lewat #SertifikasiSLHS menginspirasi, ayo ikut dukung biar makin optimal https://t.co/qUFjT724jy",0,0,0,0
184,1973990247529955617,2025-10-03 5:55:24,2025-10-03,Maher Ilyas,maher_ilya890,positif,"Dapur MBG selalu diperiksa, kualitas pasti terjaga, itu semua karena #SertifikasiSLHS https://t.co/Q6uJtFcSv0",0,0,0,0
185,1973990254190473402,2025-10-03 5:55:26,2025-10-03,Nisa Salsabila,nisa_salsall,netral,Verifikasi di dapur MBG terus berlanjut supaya standar tinggi kebersihan selalu terpenuhi #SertifikasiSLHS https://t.co/7deumgVOnY,0,0,0,0
186,1973990267075375477,2025-10-03 5:55:29,2025-10-03,Ezra (going insane).,teenasitt,negatif,Sudah berapa kali laporan soal makanan basi di program MBG muncul? Tapi sampai sekarang belum ada perbaikan.,0,1,0,0
187,1973990289846260173,2025-10-03 5:55:34,2025-10-03,ash,astrianyumiaty,negatif,"Kalau distribusi MBG masih semrawut begini, yang rugi murid. Banyak yang batal makan karena kehabisan.",0,0,0,0
188,1973990294602592766,2025-10-03 5:55:35,2025-10-03,pacecoo,pacecoo258,netral,Dukung evaluasi program MBG https://t.co/UvLVDuLCmF,0,0,0,0
190,1973990298318745966,2025-10-03 5:55:36,2025-10-03,Arima Rahmi,arima_rahmi1,positif,Dapur MBG yang sudah ikuti #SertifikasiSLHS selalu jadi yang terdepan dalam penerapan standar tinggi kebersihan https://t.co/NPNv5d2XJx,0,0,1,0
191,1973990311522414792,2025-10-03 5:55:39,2025-10-03,Dewi Rosmala,dewi_rosmala8,netral,"#SertifikasiSLHS di dapur MBG bukan cuma prosedur, tapi janji pemerintah untuk terus jaga kualitas kesehatan anak bangsa https://t.co/UArQ0aGtoo",0,0,0,0
192,1973990345534026108,2025-10-03 5:55:47,2025-10-03,Zailani Yusuf,ZailaniYus,netral,Dapur umum MBG wajib memiliki sertifikat sebagai bukti kontrol mutu dari hulu hingga distribusi. #mbg #. https://t.co/rOyuGhs5Pp,0,0,0,0
193,1973990345995399266,2025-10-03 5:55:48,2025-10-03,yoga pragan,YogaPragan,positif,"Sertifikat bikin dapur umum MBG nggak sekadar jalan, tapi terukur dan bisa diaudit. #mbg #. https://t.co/7AQddevB6z",0,0,0,0
194,1973990354736329202,2025-10-03 5:55:50,2025-10-03,tricia,trricciaaa,netral,"No kompromi. Tanpa sertifikat, keamanan pangan dapur umum MBG jadi tanda tanya. #mbg #. https://t.co/0pMEftozxU",0,0,0,0
195,1973990366019039249,2025-10-03 5:55:52,2025-10-03,Bambang Sugiharto,bambangsug3,netral,Sertifikat bikin dapur umum MBG punya sistem kontrol yang konsisten. #mbg #. https://t.co/I5gC4MXo5n,0,0,0,0
196,1973990363905061311,2025-10-03 5:55:52,2025-10-03,yuyun diannn,yuyunnndiann,netral,Dapur umum MBG harus memiliki sertifikat supaya standar bisa dipantau jelas. #mbg #. https://t.co/sGSxmb2rAY,0,0,0,0
197,1973990363473080342,2025-10-03 5:55:52,2025-10-03,Sarah Retnawati,sarah_retna,netral,"Kalau dapur umum MBG nggak tersertifikasi, resiko ditanggung langsung siswa. #mbg #. https://t.co/R2rKVfbkCd",0,0,0,0
198,1973990363183657104,2025-10-03 5:55:52,2025-10-03,Pratama Sakti,pratama_saa,positif,"No kompromi. Tiga sertifikat itu bukan formalitas, tapi kebutuhan. #mbg #. https://t.co/5HBxntN0Zz",0,0,0,0
199,1973990367340155255,2025-10-03 5:55:53,2025-10-03,Syifa Sabrina,syifa_sab18,netral,"Setiap proses dapur MBG diawasi dan diverifikasi dengan #SertifikasiSLHS, buat hidup lebih sehat bersama https://t.co/TSQPtos3kL",0,0,1,0
200,1973990377259737523,2025-10-03 5:55:55,2025-10-03,Mulyani Fahriza,mulyani_fhrz4,positif,MBG makin pede dengan #SertifikasiSLHS karena punya standar tinggi higienitas dan diakui pemerintah pusat https://t.co/e2yAq9aSwT,0,0,0,0
201,1973990374982213853,2025-10-03 5:55:55,2025-10-03,Aziza Halimah,Azizazhilm,netral,Halal sertifikat adalah syarat kepercayaan masyarakat. MBG wajib penuhi. #mbg #. https://t.co/BkKhFyJWON,0,0,0,0
202,1973990382624256406,2025-10-03 5:55:56,2025-10-03,Pengharum ruangan apel,Syeikhleebit,positif,"@irasjafii Apalagi banyak pengakuan klo MBG udah di produksi/dimasak pada jam dini hari (12 mlm - 5 pagi), terus di konsumsi anak anak di jam 10-1 siang.

Klo melihat pedoman HACCP, dalam kondisi ideal aja, makanan wajib dihabiskan di jam 8-9 pagi, bila dimasak jam 5 pagi.",0,0,0,0
203,1973990381667946723,2025-10-03 5:55:56,2025-10-03,nanang raja,NanangRajja,netral,SLHS pastikan standar higienitas. Dapur umum MBG harus punya sertifikat ini. #mbg #. https://t.co/Cxuda2TJjz,0,0,0,0
204,1973990380871037268,2025-10-03 5:55:56,2025-10-03,Tomy Romio,tomromio,netral,HACCP adalah standar global. Dapur umum MBG tanpa ini rawan masalah. #mbg #. https://t.co/pXKHmx4wGl,0,0,0,0
205,1973990384264229319,2025-10-03 5:55:57,2025-10-03,sem 🇮🇩,vrindafwan,positif,"ada sisa mbg dari sekolah ibuk, menunya dimsum, kentang, risol. mari kita review. https://t.co/mi661jLA2I",0,1,0,1
206,1973990458591490058,2025-10-03 5:56:14,2025-10-03,Izhar Khoirum,izharkhrm,netral,BGN bentuk tim investigasi permanen. Keamanan dapur MBG lebih ketat #mbg #. https://t.co/mbPIe4GH5r,0,0,0,0
207,1973990459774279680,2025-10-03 5:56:15,2025-10-03,Winda Aulia,WiindaAuliaa,netral,"79 dapur bermasalah ditindak, publik makin percaya keamanan gizi dijaga #mbg #. https://t.co/l2chJKjmrE",0,0,0,0
209,1973990469484056860,2025-10-03 5:56:17,2025-10-03,Paris Hilman,paris_hilman,netral,Komitmen MBG dalam #SertifikasiSLHS selalu pastikan makanan yang disajikan sehat dan berkualitas https://t.co/PbV2WC6GiQ,0,0,0,0
210,1973990473972003046,2025-10-03 5:56:18,2025-10-03,Denny Firmansyah,denny_firman28,netral,Hidup sehat dimulai dari dapur MBG yang selalu menjaga standar lewat #SertifikasiSLHS https://t.co/6degITikOK,0,0,0,0
211,1973990491206398180,2025-10-03 5:56:22,2025-10-03,Bayu Harmoni,BayuHarmon11,netral,"9406 dapur, 79 disanksi. Artinya kontrol BGN berjalan #mbg #. https://t.co/Oue84dhIgb",0,0,0,0
212,1973990524077178943,2025-10-03 5:56:30,2025-10-03,5tePh3N,P3gEl,negatif,"Lagi dan lagi, ratusan siswa keracunan MBG di Bojonegoro, seakan pemerintah tutup mata padahal kejadian masiv akhir-2 ini https://t.co/uoViD4wQMh",22,8,35,0
214,1973990566993297612,2025-10-03 5:56:40,2025-10-03,Cakra Abdi Wijaya,cakraabwijaya,positif,keren bgt! Semangat utk MBG terus jd manfaat https://t.co/hCmone3Upx,0,0,0,0
215,1973990577516793987,2025-10-03 5:56:43,2025-10-03,Faneeeh,samgyeopsal_gui,positif,ada anak smp bikin video bagiin jumat berkah yang dikumpulin dari MBG di kelasnya. umm gimana ya😭 semoga makanannya emang layak deh,0,0,0,0
216,1973990604314177951,2025-10-03 5:56:49,2025-10-03,hard logic,ekologic4,negatif,"Banyak pemasok makanan MBG dipilih bukan karena kualitas, tapi karena kedekatan politik. Tidak transparan banget.",0,0,0,0
217,1973990645594542147,2025-10-03 5:56:59,2025-10-03,faris gunawan,GunawanFarr,netral,Sertifikasi bikin dapur umum MBG siap jadi model nasional keamanan pangan. #mbg #. https://t.co/4tSFJGp3rd,0,0,0,0
218,1973990654821712015,2025-10-03 5:57:01,2025-10-03,yulis tiyo,TiyoYulis,netral,Dapur umum MBG harus memiliki sertifikat supaya mutu makanan selalu terjamin. #mbg #. https://t.co/4lMsCS6ISh,0,0,0,0
220,1973990663978144230,2025-10-03 5:57:03,2025-10-03,Zaenal Mustofa,ZaenalMustofa_3,netral,Sertifikat SLHS dan HACCP jadi dasar dapur umum MBG melayani ribuan siswa. #mbg #. https://t.co/429k9DCD4o,0,0,0,0
221,1973990661104804170,2025-10-03 5:57:03,2025-10-03,Sulaiman Abdulah,SulaiAbdulah_9,netral,"Halal adalah keharusan, bukan pilihan. MBG harus menjaganya lewat sertifikat resmi. #mbg #. https://t.co/cX9GyUIjvu",0,0,0,0
222,1973990711122096431,2025-10-03 5:57:15,2025-10-03,Faiha Juhana,faiha_juhana,netral,Langkah konsisten MBG dalam #SertifikasiSLHS terus jaga makanan yang sehat dan aman https://t.co/vfmNOR1qB6,0,0,0,0
223,1973990723302396306,2025-10-03 5:57:18,2025-10-03,Farah Nabila,farahnabila4_,positif,"Standar tinggi higienitas dapur MBG bukan impian lagi, #SertifikasiSLHS jadi bukti nyata komitmen kami https://t.co/kNDT9RCeQ6",0,0,1,0
224,1973990738091553276,2025-10-03 5:57:21,2025-10-03,Ervin Maulana,maula35350,negatif,"Program MBG katanya prioritas, tapi fasilitas dapurnya tidak memadai. Akhirnya kualitas makanan dikorbankan.",0,1,0,0
225,1973990762875662656,2025-10-03 5:57:27,2025-10-03,Muhamad Zikri Abidin,zikriabidinm,netral,Mendagri tegaskan dapur MBG tak boleh abaikan standar. Sanksi jadi jalan tengah #mbg #. https://t.co/pbmxeT1YML,0,0,0,0
227,1973990775408185393,2025-10-03 5:57:30,2025-10-03,Diki Ferdian,DikiFerdiian,positif,Sanksi dapur bermasalah jadi bukti kalau program MBG serius urus kualitas #mbg #. https://t.co/ugHGWJy5Rf,0,0,0,0
228,1973990773894050278,2025-10-03 5:57:30,2025-10-03,Aditya Mystic,Aditya_Mystic_,negatif,"79 dapur kena sanksi. Ini bukan aib, tapi proses normal pengawasan #mbg #. https://t.co/qG2gWpDSqI",0,0,0,0
229,1973990795687702828,2025-10-03 5:57:35,2025-10-03,Yulia Dian Safitri,diansafitriy,positif,top markotop! MBG terus jadi inspirasi buat blajar siswa https://t.co/UsH3un4WCZ,0,0,0,0
230,1973990882002284986,2025-10-03 5:57:55,2025-10-03,ria,menan6666ist,negatif,"ga diotopsi dan hanya berdasarkan kronologi, lalu kesimpulannya ""bukan akibat dari mengonsumsi MBG?"" HAHH? 💀 mbg beracun",0,0,0,0
231,1973990939883606226,2025-10-03 5:58:09,2025-10-03,Kang Backend ,0Sudo,negatif,Makanan MBG sering tumpah dan tidak higienis waktu dibagikan. Masa program besar begini tidak punya SOP distribusi?,0,0,0,0
232,1973990964382609717,2025-10-03 5:58:15,2025-10-03,Nopay,sambatduluga,negatif,"Rasah mbg""an deh makin banyak yg keracunan",0,0,1,0
233,1973991022603776273,2025-10-03 5:58:29,2025-10-03,n.d.,wongndonya,negatif,"@nabiylarisfa Jangan-jangan nanti terus ada ""vaksin"" anti keracunan MBG. Pakai booster pulak.",0,0,0,0
234,1973991125120921857,2025-10-03 5:58:53,2025-10-03,nahana,renasshk,negatif,"Tiap hari cape bet liat berita keracunan mbg. Cuy cuy, program kacau begitu kok masih dijalanin",0,0,0,0
235,1973991130065981742,2025-10-03 5:58:55,2025-10-03,5tePh3N,P3gEl,negatif,"MBG sudah tak pandang bulu, gurupun ikut keracunan",25,2,46,0
236,1973991161342930996,2025-10-03 5:59:02,2025-10-03,polsek rejotangan,p_rejotangan,netral,"Ayo intip penyaluran MBG dari SPPG Polres Tulungagung di SDN 3 Sambirobyong Kec. Sumbergempol Kab. Tulungagung.

#polrestulungagung https://t.co/1K5iX5dNDw",0,0,0,0
237,1973991184919118310,2025-10-03 5:59:08,2025-10-03,C.Lukita,CarolineLukita,negatif,"@ARSIPAJA Covid itu genosida oleh elite global secara skala dunia. Nah kalau MBG ini genosida oleh elite global skala kecil (negara). Kita kan jalin kerja sama dgn BG. Masih aja gk sadar siapa itu BG sebenarnya😅 bukan cocokologi, tp klo gk percaya ya udah",0,0,0,0
238,1973991204598804935,2025-10-03 5:59:12,2025-10-03,Ahmadan Dafano,ahmad_dafa10,netral,"Makin yakin konsumsi dari MBG, dapur sudah terverifikasi lewat #SertifikasiSLHS https://t.co/hQU12GScrp",0,0,0,0
239,1973991214891286730,2025-10-03 5:59:15,2025-10-03,Omar Shafari,omar236,negatif,"@tempodotco MBG, stop dulu. Audit semua nya &amp; buat keputusan hasil audit. APBN utk MBG di alihkan ke pendidikan bab lain spt : sekolah, fasilitas, sarana, subsidi dan invest di Pendidikan. Baru lah ini nama nya : Pak Presiden Prabowo",0,0,0,0
240,1973991218653679652,2025-10-03 5:59:16,2025-10-03,matahari,lismantik,negatif,"Anak saya jadi sering sakit perut setelah makan MBG. Kalau begini terus, mending dihentikan dulu dan dibenahi.",0,0,2,0
241,1973991288149324083,2025-10-03 5:59:32,2025-10-03,Oemar,AwakBlangDalam,negatif,"@msaid_didu @Kebenaran_70 Jika tak bisa kontrol kualitas makanan ya lebih baik stop MBG, atau manfaatkan kantin sekolah....",0,0,0,0
242,1973991371150131369,2025-10-03 5:59:52,2025-10-03,Lukman Simandjuntak,hipohan,negatif,Program MBG terasa seperti proyek besar tanpa perencanaan matang. Banyak sekolah kewalahan menjalankannya.,12,3,36,2
244,1973991437004898602,2025-10-03 6:00:08,2025-10-03,َ,TalentNorawit,negatif,@EshanCEO MBG hari ini kok belum dibagi Boss,0,0,0,0
246,1973991449571340645,2025-10-03 6:00:11,2025-10-03,TVRI Kalbar,tvri_kalbar,netral,"Badan Gizi Naional Koordinator Kabupaten Sintang menjaga ketat MBG yang dibagikan. Pemilihan bahan makanan yang dipakai selalu dipantau oleh bebearpa tim yang terdiri dari beberapa bidang.

#KalimantanBaratHariIni #TVRI #TVRIKalbar #news #MediaPemersatuBangsa https://t.co/1mRpGJCogt",0,0,0,0
247,1973991567921918269,2025-10-03 6:00:39,2025-10-03,Putera S N,PuteraSN1,negatif,Setiap minggu selalu ada masalah baru. Kenapa pemerintah tidak serius memperbaiki pelaksanaannya?,0,0,0,0
249,1973991613149163578,2025-10-03 6:00:50,2025-10-03,Chitra Malini Ayu,chitraliniayu,positif,wah mantap! MBG rocks! Bikin belajar jadi lebih mudah https://t.co/LKINXs5p2j,0,0,0,0
250,1973991639145189703,2025-10-03 6:00:56,2025-10-03,𝐆𝐏 🍉,GelarPrakosa,negatif,"Aska, Aska pernah keracunan MBG ga?",1,0,4,0
